id,name,brewery_type,street,city,state,postal_code,country,longitude,latitude,phone,website_url,updated_at,created_at
diversion-brewing-co-chemung,Diversion Brewing Co,micro,729 Wyncoop Creek Rd,Chemung,New York,14825-9755,United States,"-76,62211","42,019871",6075429168,http://www.diversionbrewing.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
divine-barrel-brewing-charlotte,Divine Barrel Brewing,micro,3701 N Davidson St Ste 203,Charlotte,North Carolina,28205-1303,United States,,,9802371803,http://www.divinebarrel.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
divine-swine-bbq-manheim,Divine Swine BBQ,brewpub,2684 Lebanon Rd,Manheim,Pennsylvania,17545-9524,United States,,,7178799494,http://www.divine-swine-bbq.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
diving-dog-brewhouse-oakland,Diving Dog Brewhouse,micro,1802 Telegraph Ave,Oakland,California,94612-2110,United States,"-122,2698881","37,807739",5103061914,http://www.divingdogbrew.com,2018-08-23T00:00:00.000Z,2018-07-24T00:00:00.000Z
division-23-brewing-san-diego,Division 23 Brewing,micro,7408 Trade St,San Diego,California,92121-3415,United States,"-117,162908","32,890353",8587521924,http://www.division23brewing.com,2018-08-23T00:00:00.000Z,2018-07-24T00:00:00.000Z
division-brewing-arlington,Division Brewing,micro,506 E Main St,Arlington,Texas,76010-1228,United States,"-97,10256904","32,73630741",2146978350,http://www.divisionbrewing.com,2018-07-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
divots-brewery-norfolk,Divots Brewery,brewpub,4200 W Norfolk Ave,Norfolk,Nebraska,68701-9202,United States,"-97,466386","42,032539",4028442985,http://www.divotsbrewery.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dixie-brewing-company-llc-new-orleans,"Dixie Brewing Company, LLC",contract,1450 Poydras St Ste 580,New Orleans,Louisiana,70112-1227,United States,,,5059176071,http://www.dixiebeer.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
dixie-grill-brewery-west-palm-beach,Dixie Grill & Brewery,brewpub,5101 South Dixie Highway,West Palm Beach,Florida,33405,United States,"-80,055437","26,667349",5615863189,,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dobra-zupas-beckley,Dobra Zupas,brewpub,600 S Oakwood Ave,Beckley,West Virginia,25801-5928,United States,"-81,196413","37,770874",3042539872,http://www.dobrazupas.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
doc-g-s-brewing-company-du-bois,Doc G's Brewing Company,brewpub,208 W Long Ave,Du Bois,Pennsylvania,15801-2106,United States,,,8142997938,,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
docent-brewing-san-juan-capistrano,Docent Brewing,brewpub,33049 Calle Aviador Ste C,San Juan Capistrano,California,92675-4785,United States,,,,http://www.docentbrewing.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
dock-street-brewery-philadelphia,Dock Street Brewery,brewpub,701 S 50th St Fl 1,Philadelphia,Pennsylvania,19143-1689,United States,,,2157262337,http://www.dockstreetbeer.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
dock-street-brewing-co-philadelphia,Dock Street Brewing Co,planning,,Philadelphia,Pennsylvania,19146,United States,,,,,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
dockery-s-charleston,Dockery's,brewpub,186 Seven Farms Dr Ste F399,Charleston,South Carolina,29492-8510,United States,,,8432841173,http://www.dockerysdi.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
dockside-waterfront-biergarten-and-brewery-milford,Dockside Waterfront Biergarten and Brewery,planning,,Milford,Connecticut,6460,United States,,,,,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
dodge-city-brewing-dodge-city,Dodge City Brewing,brewpub,701 3rd Ave,Dodge City,Kansas,67801-4336,United States,"-100,020307","37,754632",6203713999,http://www.dodgecitybrewing.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dodgeton-creek-brewing-co-trinidad,Dodgeton Creek Brewing Co.,planning,,Trinidad,Colorado,81082-9788,United States,"-104,5005411","37,169397",7198462339,http://www.dodgetoncreek.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dodging-duck-brewhaus-boerne,Dodging Duck Brewhaus,brewpub,402 River Rd,Boerne,Texas,78006-2312,United States,"-98,72596163","29,78961761",8302483825,http://www.dodgingduck.com,2018-07-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dog-days-brewing-bremerton,Dog Days Brewing,brewpub,260 4th St,Bremerton,Washington,98337-1813,United States,"-122,6259002","47,5658843",3606279925,https://www.dogdaysbrewing.com,2020-10-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
dog-money-restaurant-leesburg,Dog Money Restaurant,brewpub,50 Catoctin Cir NE STE 100,Leesburg,Virginia,20176-3102,United States,,,7035775452,http://dogmoneyllc.com,2018-07-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dog-pony-alehouse-and-grill-renton,Dog & Pony Alehouse and Grill,contract,351 Park Ave N,Renton,Washington,98057-5716,United States,"-122,2023129","47,48758261",4252548080,http://www.thedogandpony.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dog-rose-brewing-company-saint-augustine,Dog Rose Brewing Company,micro,77 Bridge St,Saint Augustine,Florida,32084-4335,United States,"-81,31306668","29,88948146",9042173355,http://www.dogrosebrewing.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dog-tag-brewing-bozeman,Dog Tag Brewing,contract,2042 Stadium Dr Ste 2,Bozeman,Montana,59715-0710,United States,,,,http://www.dogtagbrewing.org,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
dogberry-brewing-llc-west-chester,DogBerry Brewing LLC,micro,9964 Crescent Park Dr,West Chester,Ohio,45069,United States,,,5138478208,http://www.dogberrybrewing.com,2018-07-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dogfish-head-brewings-eats-rehoboth-beach,Dogfish Head Brewings & Eats,brewpub,320 Rehoboth Ave,Rehoboth Beach,Delaware,19971-3108,United States,"-75,08731545","38,7151767",3022262739,http://www.dogfish.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dogfish-head-craft-brewery-milton,Dogfish Head Craft Brewery,regional,6 Cannery Village Ctr,Milton,Delaware,19968-1308,United States,"-75,31158206","38,76691205",3026841000,http://www.dogfish.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
doghaus-brewery-leavenworth,Doghaus Brewery,micro,321 9th St,Leavenworth,Washington,98826-1464,United States,"-120,6598225","47,59460883",5098601446,http://www.doghausbrewery.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dogtown-brewing-richmond,Dogtown Brewing,brewpub,1209 Hull St,Richmond,Virginia,23224,United States,,,8047242337,https://www.dogtownbrewingco.com/,2018-07-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dolores-river-brewery-dolores,Dolores River Brewery,brewpub,100 S. 4th St.,Dolores,Colorado,81323-1003,United States,"-108,504562","37,47323",9708824677,http://www.doloresriverbrewery.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
donavon-brewing-company-arvada,Donavon Brewing Company,planning,,Arvada,Colorado,80005-3644,United States,,,3039975920,http://www.donavonbrewing.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
donegal-brewing-company-ballyshannon,Donegal Brewing Company,regional,Unit 1 Erneside Business Park,Ballyshannon,,F94 Y2NE,Ireland,"-8,2142367","54,4977199",3.5372E+11,https://mcmbrands.ie/beer/,2021-03-26T00:00:00.000Z,2021-03-26T00:00:00.000Z
donum-dei-brewery-new-albany,Donum Dei Brewery,brewpub,3211 Grant Line Rd Ste 3,New Albany,Indiana,47150-2175,United States,,,5025412950,,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
doomsday-brewing-co-washougal,Doomsday Brewing Co.,micro,421 C St Ste 3,Washougal,Washington,98671-2169,United States,,,3603359909,http://www.doomsdaybrewing.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
door-4-brewing-co-decatur,Door 4 Brewing Co,micro,1214 W Cerro Gordo St,Decatur,Illinois,62522-2008,United States,"-88,97523814","39,84662586",2173302008,http://www.door4brewing.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
door-county-brewing-co-hacienda-beer-co-baileys-harbor,Door County Brewing Co./ Hacienda Beer Co,micro,8099 State Highway 57 PO Box 201,Baileys Harbor,Wisconsin,54202-0201,United States,,,9204931517,http://doorcountybrewingco.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
dorchester-brewing-company-dorchester,Dorchester Brewing Company,micro,1250 Massachusetts Ave,Dorchester,Massachusetts,02125-1698,United States,"-71,0615585","42,3204879",6175140900,http://www.dorchesterbrewing.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dorcol-distilling-and-brewing-co-san-antonio,Dorcol Distilling and Brewing CO,micro,1902 S Flores St,San Antonio,Texas,78204,United States,"-98,502373","29,405708",2102290607,http://www.dorcolspirits.com,2018-07-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dos-desperados-brewery-san-marcos,Dos Desperados Brewery,micro,1241 Linda Vista Dr,San Marcos,California,92078-3809,United States,"-117,1928216","33,13740391",7605666209,http://www.dosdesperadosbrew.com,2018-08-23T00:00:00.000Z,2018-07-24T00:00:00.000Z
dos-luces-brewery-denver,Dos Luces Brewery,contract,1236 S Broadway,Denver,Colorado,80210-1504,United States,"-104,9874923","39,6830067",3037254527,http://www.dosluces.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dostal-alley-brewing-co-central-city,Dostal Alley Brewing Co,brewpub,116 Main St,Central City,Colorado,80427,United States,"-105,512426","39,8001431",3035821610,http://www.dostalalley.net,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dot-brew-dublin,DOT Brew,micro,9 Dolphin's Barn,Dublin,,D08 WD35,Ireland,"-6,2950084","53,3337548",,https://dotbrew.ie/,2021-03-26T00:00:00.000Z,2021-03-26T00:00:00.000Z
double-barley-brewing-smithfield,Double Barley Brewing,brewpub,3174 US Highway 70 W,Smithfield,North Carolina,27577-7613,United States,,,9199343433,http://www.doublebarleybrewing.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
double-bluff-brewing-langley,Double Bluff Brewing,micro,112 Anthes Ave,Langley,Washington,98260-,United States,"-122,4090435","48,0403212",3603339113,http://www.dblfbrewing.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
double-d-brewing-dommy-s-pizza-vandergrift,Double D Brewing / Dommy's Pizza,brewpub,1100 Hancock Ave,Vandergrift,Pennsylvania,15690-2061,United States,"-79,57625","40,588461",7245676789,http://dommyspizza.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
double-edge-brewing-co-lancaster,Double Edge Brewing Co,micro,158 W Chestnut St,Lancaster,Ohio,43130-4308,United States,"-82,6042529","39,7123647",7402777465,http://www.double-edge.beer,2018-07-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
double-horn-brewing-co-marble-falls,Double Horn Brewing Co,brewpub,208 Avenue H,Marble Falls,Texas,78654-5750,United States,"-98,27635445","30,57127795",8306935165,http://www.doublehornbrewing.com,2018-07-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
double-mountain-brewery-hood-river,Double Mountain Brewery,micro,8 4th St Ste 204,Hood River,Oregon,97031-2123,United States,,,5413870042,http://www.doublemountainbrewery.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
double-nickel-brewing-company-pennsauken,Double Nickel Brewing Company,micro,1585 Route 73,Pennsauken,New Jersey,08110-1330,United States,,,8563562499,http://www.DNBCBEER.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
double-shift-brewing-kansas-city,Double Shift Brewing,micro,412 E 18th St,Kansas City,Missouri,64108-1410,United States,"-94,57868373","39,09170494",8163047028,http://www.doubleshiftbrewing.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dovetail-brewery-chicago,Dovetail Brewery,micro,1800 W Belle Plaine Ave,Chicago,Illinois,60613-1827,United States,"-87,6743858","41,9561589",,http://www.dovetailbrewery.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
down-the-road-brewery-everett,Down the Road Brewery,micro,199 Ashland Street,Everett,Massachusetts,2149,United States,"-71,061481","42,397645",6174544255,http://www.downtheroadbrewery.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
downdraft-brewing-co-post-falls,Downdraft Brewing Co,closed,418 W Seltice Way,Post Falls,Idaho,83854-,United States,"-116,9573256","47,715079",2082624233,http://www.downdraftbrewing.com,2020-10-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
downey-brewing-company-dearborn,Downey Brewing Company,micro,13121 Prospect St,Dearborn,Michigan,48126-3603,United States,"-83,17350725","42,31625295",3132888442,http://www.downeybrewingcompany.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
downhill-brewing-parker,Downhill Brewing,micro,18921 Plaza Dr Ste 104,Parker,Colorado,80134-9679,United States,,,3038052739,http://www.elkmountainbrewing.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
downlands-brewery-henfield,The Downlands Brewery,micro,Henfield Road,Shoreham-by-Sea,,BN5 9XR,England,"-0,272849","50,899278",1273495596,http://www.downlandsbrewery.com/,2020-12-30T00:00:00.000Z,2020-12-30T00:00:00.000Z
downpour-brewing-llc-kingston,Downpour Brewing LLC,micro,10991 NE State Highway 104,Kingston,Washington,98346-,United States,"-122,5001587","47,8010831",3608810452,http://www.downpourbrewing.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
downtown-grill-brewery-woodruff-brewing-knoxville,Downtown Grill & Brewery / Woodruff Brewing,brewpub,424 S Gay St,Knoxville,Tennessee,37902-1103,United States,"-83,9186686","35,96606301",8656338111,http://www.downtownbrewery.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
downtown-joes-brewery-and-restaurant-napa,Downtown Joes Brewery and Restaurant,brewpub,902 Main St,Napa,California,94559-3045,United States,"-122,2848936","38,29865653",7072582337,http://www.downtownjoes.com,2018-08-23T00:00:00.000Z,2018-07-24T00:00:00.000Z
doylestown-brewing-co-doylestown,Doylestown Brewing Co,proprietor,52 East State St.,Doylestown,Pennsylvania,18901,United States,"-75,1291116","40,31027305",2153401414,,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dr-hops-kombucha-beer-san-leandro,Dr Hops Kombucha Beer,planning,,San Leandro,California,94577-1263,United States,"-122,1560768","37,7249296",3109168090,http://www.DrhopsKombuchaBeer.com,2018-08-23T00:00:00.000Z,2018-07-24T00:00:00.000Z
dr-jekyll-s-craft-beer-pasadena,Dr Jekyll's Craft Beer,contract,825 Cambridge Ct,Pasadena,California,91107-1977,United States,"-118,0798642","34,16059077",3102738339,http://www.drjekylls.com,2018-08-23T00:00:00.000Z,2018-07-24T00:00:00.000Z
drafting-table-brewing-company-wixom,Drafting Table Brewing Company,micro,49438 Pontiac Trl,Wixom,Michigan,48393-2005,United States,"-83,53663792","42,52440117",2489567279,http://www.draftingtablebeer.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dragon-hops-brewing-purcellville,Dragon Hops Brewing,micro,130 E Main St,Purcellville,Virginia,20132-3162,United States,"-77,69298485","39,1360524",5404413279,http://www.dragonhopsbrewing.com,2018-07-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dragon-run-brewing-manquin,Dragon Run Brewing,planning,,Manquin,Virginia,23106,United States,,,8043800730,http://www.dragonrunbrewing.com,2018-07-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dragon-s-gate-brewery-milton-freewater,Dragon's Gate Brewery,micro,52288 Sunquist Rd,Milton Freewater,Oregon,97862-6856,United States,,,5412152622,http://www.dragonsgatebrewery.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
dragon-s-tale-brewery-montclair,Dragon's Tale Brewery,micro,8920 Vernon Ave Ste 122,Montclair,California,91763-1662,United States,"-117,686437","34,09189898",9095292688,http://www.dragonstalebrewery.com,2018-08-23T00:00:00.000Z,2018-07-24T00:00:00.000Z
dragonmead-microbrewery-warren,Dragonmead Microbrewery,micro,14600 E 11 Mile Rd,Warren,Michigan,48089-1556,United States,"-83,0278041","42,492142",5867769428,,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dragoon-brewing-co-tucson,Dragoon Brewing Co,micro,1859 W Grant Rd Ste 111,Tucson,Arizona,85745-1214,United States,"-111,0054521","32,25049461",5203293606,http://www.dragoonbrewing.com,2018-08-23T00:00:00.000Z,2018-07-24T00:00:00.000Z
drake-s-brewing-co-san-leandro,Drake's Brewing Co,regional,1933 Davis St Ste 177,San Leandro,California,94577-1256,United States,,,5105682739,http://www.drinkdrakes.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
draper-brewing-roseburg,Draper Brewing,micro,640 SE Jackson St,Roseburg,Oregon,97470,United States,"-123,3445979","43,2084738",5415805585,http://www.draperbrewing.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dratz-brewing-company-loveland,Dratz Brewing Company,planning,,Loveland,Colorado,80537,United States,,,9705660036,http://www.dratzbrewing.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
draught-horse-brewery-new-hudson,Draught Horse Brewery,brewpub,57721 Grand River Ave,New Hudson,Michigan,48165-8542,United States,"-83,61459","42,5113546",2486173000,http://www.draughthorsebrewery.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
draught-house-pub-and-brewery-austin,Draught House Pub and Brewery,micro,4112 Medical Pkwy Ste 100,Austin,Texas,78756-3715,United States,"-97,7428611","30,3110713",5124526258,http://www.draughthouse.com,2018-07-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
draught-works-brewing-missoula,Draught Works Brewing,micro,915 Toole Ave,Missoula,Montana,59802-2625,United States,"-114,0044493","46,8782576",4062412423,http://www.draughtworksbrewery.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
draughtsman-brewery-la-mirada,Draughtsman Brewery,planning,,La Mirada,California,90638-3454,United States,"-118,0107092","33,9060971",,,2018-08-23T00:00:00.000Z,2018-07-24T00:00:00.000Z
draughtsmen-aleworks-goleta,Draughtsmen Aleworks,micro,53 Santa Felicia Dr,Goleta,California,93117-2804,United States,"-119,8759909","34,43146172",8053872577,http://www.draughtsmenaleworks.com,2018-08-23T00:00:00.000Z,2018-07-24T00:00:00.000Z
dreadnought-brewing-llc-monroe,Dreadnought Brewing LLC,brewpub,16726 146th St SE Ste 153,Monroe,Washington,98272-2937,United States,,,3608632479,http://www.dreadnoughtbrewing.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
dreaming-creek-brewery-richmond,Dreaming Creek Brewery,micro,109 E Irvine St,Richmond,Kentucky,40475-1521,United States,"-84,29111565","37,747285",,http://www.dreamingcreekbrewery.beer,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dreaming-dog-brewery-elk-grove,Dreaming Dog Brewery,micro,2501 W Taron Ct,Elk Grove,California,95757-8423,United States,,,,,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
drekker-brewing-company-fargo,Drekker Brewing Company,micro,630 1st Ave N Ste 6,Fargo,North Dakota,58102-5267,United States,,,7015406808,http://www.drekkerbrewing.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
drew-fox-brewing-company-wexford,Drew Fox Brewing Company,micro,Unit 8,Wexford,,Y35 HN50,Ireland,"-6,4921242","52,3311164",,http://www.cleverman.ie/,2021-03-26T00:00:00.000Z,2021-03-26T00:00:00.000Z
driftless-brewing-co-soldiers-grove,Driftless Brewing Co,micro,102 Sunbeam Blvd W,Soldiers Grove,Wisconsin,54655-1001,United States,"-90,76571832","43,38921997",66086245577,http://www.driftlessbrewing.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
drink-me-brewing-sibley,Drink Me Brewing,micro,210 9th St,Sibley,Iowa,51249-1812,United States,"-95,7506989","43,39942206",2173161890,http://www.drinkmebrewing.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
drinking-horse-brewing-company-clackamas,Drinking Horse Brewing Company,micro,11517 SE Highway 212,Clackamas,Oregon,97015-9053,United States,"-122,378124","45,4288733",5035648165,http://www.drinkinghorsebeer.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
drop-in-brewing-middlebury,Drop In Brewing,micro,610 Route 7 S,Middlebury,Vermont,05753-8987,United States,,,8029897414,http://www.dropinbeer.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
dru-bru-cle-elum-cle-elum,Dru Bru - Cle Elum,micro,1015 E 2nd St.,Cle Elum,Washington,98922-1324,United States,"-120,917988","47,194315",4254340700,http://www.drubru.com,2020-10-09T00:00:00.000Z,2020-10-09T00:00:00.000Z
dru-bru-snoqualmie-pass-snoqualmie-pass,Dru Bru - Snoqualmie Pass,micro,10 Pass Life Way # 3,Snoqualmie Pass,Washington,98068,United States,"-121,412584","47,421312",4254340700,http://www.drubru.com,2020-10-09T00:00:00.000Z,2018-07-24T00:00:00.000Z
druid-city-brewing-tuscaloosa,Druid City Brewing,micro,607 14th St,Tuscaloosa,Alabama,35401-3439,United States,"-87,54373615","33,19997474",2058868140,http://www.druidcitybrewing.com,2018-08-23T00:00:00.000Z,2018-07-24T00:00:00.000Z
drumconrath-brewing-company-mapleton,Drumconrath Brewing Company,micro,349 Knutson St Unit A,Mapleton,North Dakota,58059-4042,United States,,,,,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
drumming-grouse-brewery-llc-bridgton,"Drumming Grouse Brewery, LLC",micro,318 Fosterville Rd,Bridgton,Maine,04009-4032,United States,"-70,68838325","43,97416125",4109609679,http://www.drumminggrousebrewery.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
drunken-rabbit-brewing-south-hadley,Drunken Rabbit Brewing,micro,749A New Ludlow Rd,South Hadley,Massachusetts,1020,United States,"-72,553245","42,217914",4137282739,http://www.rabbit.beer,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
druthers-brewing-co-saratoga-springs,Druthers Brewing Co,brewpub,381 Broadway,Saratoga Springs,New York,12866-3111,United States,,,5183065275,http://www.druthersbrewing.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
dry-city-brew-works-wheaton,Dry City Brew Works,micro,120B N Main St,Wheaton,Illinois,60187-,United States,"-88,1069594","41,86544335",6304564787,http://www.drycitybrewworks.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dry-county-brewing-company-kennesaw,Dry County Brewing Company,micro,1500 Lockhart Drive,kennesaw,Georgia,30144,United States,,,4045799846,http://www.DryCountyBrewCo.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
dry-county-brewing-spruce-pine,Dry County Brewing,brewpub,585 Oak Ave,Spruce Pine,North Carolina,28777-2727,United States,"-82,063578","35,9158912",8287654583,http://www.drycountybrewing.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dry-dock-brewing-co-north-dock-aurora,Dry Dock Brewing Co - North Dock,regional,2801 Tower Rd,Aurora,Colorado,80011-3508,United States,"-104,772404","39,758038",3034005606,http://www.drydockbrewing.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dry-dock-brewing-co-south-dock-aurora,Dry Dock Brewing Co- South Dock,micro,15120 E Hampden Ave,Aurora,Colorado,80014-3906,United States,"-104,7680096","39,6529424",3034005606,http://www.drydockbrewing.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dry-ground-brewing-company-paducah,Dry Ground Brewing Company,micro,3121 Broadway St,Paducah,Kentucky,42001-4305,United States,"-88,63767771","37,0705097",2702109296,http://www.drygroundbrewing.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dry-river-brewing-los-angeles,Dry River Brewing,micro,671 S Anderson St,Los Angeles,California,90023-1110,United States,"-118,2233015","34,03638739",2133755235,http://www.dryriverbrewing.com,2018-08-23T00:00:00.000Z,2018-07-24T00:00:00.000Z
dryhop-brewers-chicago,Dryhop Brewers,micro,3155 N Broadway St,Chicago,Illinois,60657-4508,United States,,,7738573155,http://www.dryhopchicago.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
drylands-brewing-lovington,Drylands Brewing,brewpub,322 N Main Ave,Lovington,New Mexico,88260-3643,United States,"-103,3484834","32,9504929",5757392739,http://Drylandsbrewing.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dual-citizen-brewing-co-saint-paul,Dual Citizen Brewing Co.,micro,725 Raymond Ave,Saint Paul,Minnesota,55114-1709,United States,"-93,1978006","44,9631096",6513304750,http://www.dualcitizenbrewing.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dubh-linn-brew-pub-duluth,Dubh Linn Brew Pub,brewpub,109 W Superior St,Duluth,Minnesota,55802-3026,United States,"-92,09972572","46,78589441",2187271559,http://dubhlinnpub.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dubina-brewing-co-glendale,Dubina Brewing Co.,brewpub,17035 N 67th Ave Ste 6,Glendale,Arizona,85308-3655,United States,,,6234127770,http://www.dubinabrewing.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
dubious-claims-brewing-excelsior-springs,Dubious Claims Brewing,brewpub,451 S Thompson Ave,Excelsior Springs,Missouri,64024-2133,United States,"-94,22589926","39,33933583",8168962477,http://www.dubiousclaimsbrewingco.com/,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
dublin-city-brewing-co-dublin,Dublin City Brewing Co.,micro,The Parnell Centre,Dublin,,D01 Y9T3,Ireland,"-6,2693974","53,3506256",,http://www.dublincitybrewingco.com/,2021-03-26T00:00:00.000Z,2021-03-26T00:00:00.000Z
dublin-corners-farm-brewery-linwood,Dublin Corners Farm Brewery,micro,1906 Main St,Linwood,New York,14486-9707,United States,,,5855384796,http://www.dublincornersfarm.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
dubuque-star-brands-otter-tail-brewery-muscatine,Dubuque Star Brands / Otter Tail Brewery,contract,132 Sheridan St,Muscatine,Iowa,52761-5543,United States,"-91,02937536","41,43346737",,,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
duck-foot-brewing-co-san-diego,Duck Foot Brewing Co.,micro,8920 Kenamar Dr Ste 210,San Diego,California,92121-2454,United States,"-117,1562181","32,88474835",8584337916,http://www.duckfootbeer.com,2018-08-23T00:00:00.000Z,2018-07-24T00:00:00.000Z
duck-rabbit-craft-brewery-farmville,Duck Rabbit Craft Brewery,micro,4519 West Pine St,Farmville,North Carolina,27828-8526,United States,"-77,591863","35,5980644",2527537745,http://duckrabbitbrewery.com,2018-08-24T00:00:00.000Z,2018-07-24T00:00:00.000Z
duclaw-brewing-co-baltimore,DuClaw Brewing Co,regional,8901 Yellow Brick Rd Ste B,Baltimore,Maryland,21237-2349,United States,,,4435599900,http://www.duclaw.com,2018-08-11T00:00:00.000Z,2018-07-24T00:00:00.000Z
